Formatter, loc, ns
scalariform, 32, 2501770
scalafmt, 52, 12931416
scalafmt, 179, 55781668
scalariform, 52, 2590551
scalafmt, 68, 30713804
scalafmt, 124, 41741559
scalariform, 68, 6688035
scalariform, 179, 10343396
scalafmt, 61, 14846267
scalariform, 124, 9151189
scalariform, 61, 3246078
scalafmt, 20, 3935448
scalariform, 20, 1079181
scalafmt, 12, 3466498
scalariform, 12, 1006610
scalafmt, 25, 6763222
scalariform, 25, 1720985
scalafmt, 101, 39850326
scalariform, 101, 5790358
scalafmt, 30, 6420179
scalariform, 30, 1363245
scalafmt, 155, 37974923
scalariform, 155, 7417226
scalafmt, 145, 75280998
scalafmt, 49, 15440208
scalariform, 145, 15620833
scalariform, 49, 3842324
scalafmt, 105, 30635208
scalafmt, 19, 5377147
scalariform, 19, 1318255
scalariform, 105, 6178807
scalafmt, 9, 1452072
scalariform, 9, 441131
scalafmt, 13, 2609281
scalariform, 13, 695477
scalafmt, 33, 11699966
scalariform, 33, 2489875
scalafmt, 398, 124126477
scalafmt, 106, 36559740
scalafmt, 54, 21529140
scalariform, 106, 8322622
scalariform, 54, 4809190
scalafmt, 19, 7283975
scalariform, 19, 1786809
scalariform, 398, 25186803
scalafmt, 102, 58198009
scalariform, 102, 7357001
scalafmt, 16, 3076969
scalariform, 16, 916784
scalafmt, 4, 2341396
scalariform, 4, 599381
scalafmt, 81, 30765851
scalafmt, 20, 3860882
scalariform, 20, 955252
scalariform, 81, 7386632
scalafmt, 41, 10596892
scalafmt, 187, 47504322
scalariform, 41, 1603773
scalafmt, 23, 6661306
scalariform, 23, 1717553
scalafmt, 8, 1766332
scalariform, 8, 458998
scalariform, 187, 13683475
scalafmt, 14, 2462835
scalariform, 14, 831365
scalafmt, 130, 80559393
scalafmt, 14, 3694514
scalariform, 14, 1078593
scalafmt, 31, 7555509
scalariform, 130, 10771152
scalariform, 31, 1455332
scalafmt, 31, 8625258
scalariform, 31, 2463639
scalafmt, 57, 15062939
scalafmt, 161, 73178539
scalariform, 57, 4342011
scalafmt, 235, 52133748
scalariform, 161, 12440320
scalariform, 235, 10093239
scalafmt, 66, 33677646
scalariform, 66, 6810301
scalafmt, 557, 383945469
scalafmt, 3432, 1985754061
scalafmt, 193, 111299471
scalafmt, 165, 47278089
scalafmt, 207, 83339330
scalariform, 165, 10535245
scalariform, 193, 21548697
scalafmt, 24, 6289355
scalariform, 24, 1594147
scalariform, 207, 12855739
scalafmt, 86, 7700563
scalafmt, 433, 93402962
scalariform, 86, 1794611
scalariform, 557, 66152430
scalafmt, 29, 17226619
scalariform, 29, 2498264
scalafmt, 11, 3416621
scalariform, 433, 19723331
scalafmt, 71, 18639432
scalariform, 11, 981191
scalariform, 71, 3903774
scalafmt, 62, 18251955
scalariform, 62, 5856306
scalafmt, 33, 9628287
scalariform, 33, 1688645
scalafmt, 11, 2949396
scalariform, 11, 1008330
scalafmt, 16, 6394513
scalariform, 16, 1669856
scalafmt, 17, 5890982
scalariform, 17, 1650265
scalafmt, 48, 16879161
scalariform, 48, 3821338
scalafmt, 4, 792450
scalariform, 4, 242534
scalafmt, 191, 79533367
scalariform, 191, 14368653
scalafmt, 77, 24389595
scalariform, 77, 4460198
scalafmt, 31, 11987197
scalariform, 31, 2305453
scalafmt, 11, 3110193
scalariform, 11, 901613
scalafmt, 277, 93889569
scalafmt, 21, 4723348
scalariform, 21, 1593823
scalafmt, 35, 16027818
scalariform, 35, 3457396
scalariform, 277, 13942029
scalafmt, 41, 13152139
scalariform, 41, 3530254
scalafmt, 288, 111453370
scalariform, 288, 17883293
scalafmt, 287, 136667970
scalafmt, 148, 42998666
scalariform, 148, 5175092
scalafmt, 194, 48227770
scalafmt, 89, 25468228
scalariform, 194, 10864987
scalariform, 287, 26669500
scalariform, 89, 7596733
scalafmt, 42, 4587378
scalariform, 42, 1104799
scalafmt, 67, 19743792
scalafmt, 175, 76895677
scalariform, 67, 3623815
scalafmt, 188, 49166356
scalariform, 175, 10585547
scalariform, 188, 7732616
scalafmt, 73, 28196895
scalariform, 73, 5975504
scalafmt, 136, 1528597401
scalariform, 136, 3682272
scalafmt, 126, 1567068584
scalafmt, 320, 1591667492
scalariform, 320, 9815116
scalariform, 126, 12115435
scalafmt, 13, 3371523
scalariform, 13, 929482
scalafmt, 113, 35391798
scalariform, 113, 4560587
scalafmt, 424, 87336803
scalariform, 3432, 1907756157
scalafmt, 126, 49177370
scalafmt, 25, 7654820
scalariform, 25, 1675196
scalariform, 126, 8400991
scalafmt, 33, 7953832
scalariform, 33, 1586273
scalafmt, 11, 1270476
scalariform, 11, 346673
scalariform, 424, 20802087
scalafmt, 17, 3543144
scalariform, 17, 1086419
scalafmt, 93, 35547641
scalariform, 93, 6605560
scalafmt, 138, 37894752
scalariform, 138, 8321511
scalafmt, 92, 40932960
scalariform, 92, 8707892
scalafmt, 110, 48243520
scalariform, 110, 7031561
scalafmt, 74, 14292023
scalariform, 74, 3130964
scalafmt, 13, 3331221
scalariform, 13, 961818
scalafmt, 238, 75651229
scalafmt, 113, 46342764
scalariform, 238, 11463383
scalariform, 113, 7754793
scalafmt, 276, 41698571
scalariform, 276, 10222764
scalafmt, 67, 25318540
scalariform, 67, 5462100
scalafmt, 420, 1775067260
scalafmt, 96, 29690035
scalariform, 96, 3788507
scalafmt, 73, 26445594
scalariform, 73, 3079674
scalafmt, 245, 71423535
scalariform, 420, 45433441
scalariform, 245, 18572874
scalafmt, 1185, 1891415351
scalafmt, 126, 51333767
scalariform, 126, 9080333
scalafmt, 506, 90144700
scalafmt, 61, 18932045
scalariform, 61, 2883069
scalafmt, 557, 222029916
scalariform, 506, 20354339
scalariform, 1185, 58338186
scalafmt, 59, 15931697
scalariform, 59, 2469791
scalafmt, 33, 6130695
scalariform, 33, 1913056
scalafmt, 73, 16417406
scalariform, 73, 3666245
scalafmt, 134, 24316337
scalafmt, 45, 12028167
scalariform, 557, 37131915
scalariform, 45, 2772943
scalariform, 134, 4702415
scalafmt, 84, 35134154
scalariform, 84, 5524734
scalafmt, 82, 23505302
scalariform, 82, 4482230
scalafmt, 142, 82186055
scalariform, 142, 10379805
scalafmt, 34, 3826494
scalariform, 34, 1018254
scalafmt, 76, 29057901
scalariform, 76, 5271666
scalafmt, 53, 8510659
scalariform, 53, 1498116
scalafmt, 514, 121205035
scalariform, 514, 21797207
scalafmt, 544, 238395524
scalafmt, 391, 142147118
scalafmt, 106, 41333068
scalariform, 106, 10343296
scalariform, 391, 23044494
scalafmt, 153, 71391853
scalariform, 153, 12916441
scalafmt, 122, 21498628
scalariform, 122, 4809120
scalariform, 544, 55279835
scalafmt, 124, 67869677
scalafmt, 129, 43147249
scalafmt, 170, 39998819
scalariform, 124, 12884839
scalariform, 129, 9231124
scalariform, 170, 9626311
scalafmt, 654, 112584804
scalafmt, 54, 12347010
scalafmt, 74, 11116198
scalariform, 54, 1954687
scalariform, 74, 1782752
scalafmt, 56, 2790105
scalariform, 56, 694394
scalafmt, 94, 13944930
scalafmt, 555, 373116777
scalariform, 654, 26814505
scalariform, 94, 4539986
scalafmt, 93, 28505257
scalariform, 93, 9061867
scalafmt, 34, 17412635
scalafmt, 353, 37253042
scalariform, 34, 3155457
scalariform, 353, 7349382
scalafmt, 312, 126801092
scalafmt, 49, 10419889
scalariform, 49, 2649094
scalariform, 555, 60852274
scalafmt, 105, 27612176
scalariform, 105, 5402570
scalafmt, 94, 13311579
scalariform, 312, 20646371
scalafmt, 9, 1344529
scalariform, 9, 367472
scalariform, 94, 3295843
scalafmt, 13, 2009249
scalariform, 13, 576951
scalafmt, 295, 117374306
scalafmt, 354, 81737003
scalafmt, 75, 14674270
scalariform, 75, 2342513
scalariform, 354, 36501362
scalafmt, 58, 49144034
scalariform, 58, 4134333
scalariform, 295, 47628362
scalafmt, 35, 3125592
scalariform, 35, 784668
scalafmt, 22, 5912773
scalafmt, 90, 13631787
scalariform, 22, 1409483
scalariform, 90, 2672104
scalafmt, 200, 65947203
scalafmt, 153, 26215886
scalariform, 200, 8646204
scalariform, 153, 5269564
scalafmt, 27, 4119916
scalafmt, 23, 991180
scalariform, 23, 261249
scalariform, 27, 601266
scalafmt, 32, 4142925
scalariform, 32, 755111
scalafmt, 28, 6083294
scalariform, 28, 1749447
scalafmt, 170, 44940314
scalafmt, 48, 5358129
scalariform, 48, 1305014
scalafmt, 21, 5144570
scalariform, 21, 1246023
scalariform, 170, 7498926
scalafmt, 17, 3718339
scalariform, 17, 955977
scalafmt, 15, 3059737
scalafmt, 46, 11057085
scalariform, 15, 843617
scalariform, 46, 2321451
scalafmt, 19, 3631951
scalariform, 19, 683623
scalafmt, 15, 2002649
scalariform, 15, 517648
scalafmt, 238, 128663733
scalafmt, 25, 1045058
scalariform, 25, 314316
scalafmt, 32, 4551595
scalariform, 32, 1213785
scalafmt, 77, 22273074
scalafmt, 32, 2961620
scalariform, 32, 713211
scalafmt, 53, 19840460
scalariform, 77, 5084167
scalariform, 53, 4087870
scalariform, 238, 30044239
scalafmt, 139, 44301459
scalafmt, 77, 29009785
scalariform, 77, 8228039
scalafmt, 156, 68500240
scalariform, 139, 9679550
scalariform, 156, 11759621
scalafmt, 64, 18162319
scalariform, 64, 4053847
scalafmt, 19, 3177606
scalariform, 19, 852843
scalafmt, 177, 33375813
scalafmt, 81, 26150402
scalariform, 177, 6773546
scalariform, 81, 5583662
scalafmt, 189, 59498026
scalariform, 189, 9799748
scalafmt, 75, 28749756
scalariform, 75, 3559605
scalafmt, 250, 120028307
scalafmt, 28, 10228054
scalariform, 28, 2383864
scalariform, 250, 18940277
scalafmt, 59, 20140834
scalariform, 59, 3724283
scalafmt, 241, 46261359
scalariform, 241, 12287226
scalafmt, 702, 381803842
scalafmt, 75, 25793829
scalariform, 75, 6835642
scalafmt, 349, 136651856
scalariform, 702, 74699307
scalariform, 349, 31187380
scalafmt, 204, 72677488
scalafmt, 206, 308948550
scalariform, 204, 14048677
scalafmt, 170, 47312596
scalariform, 206, 20654480
scalafmt, 111, 19257102
scalariform, 170, 9931724
scalariform, 111, 5335639
scalafmt, 150, 57290662
scalafmt, 82, 22564140
scalariform, 82, 3748446
scalariform, 150, 8656122
scalafmt, 35, 4924899
scalariform, 35, 795409
scalafmt, 50, 11371319
scalariform, 50, 1737945
scalafmt, 66, 9317086
scalafmt, 1545, 482344464
scalariform, 66, 2236811
scalafmt, 129, 47896737
scalafmt, 24, 4712954
scalariform, 24, 1204479
scalariform, 129, 7836908
scalafmt, 1041, 648847466
scalafmt, 62, 33648903
scalariform, 62, 4015842
scalafmt, 71, 12665771
scalariform, 71, 3030242
scalafmt, 63, 28219555
scalariform, 63, 6112265
scalafmt, 134, 30035518
scalariform, 134, 7452789
scalafmt, 118, 53237206
scalariform, 118, 8156154
scalariform, 1545, 84761961
scalafmt, 101, 28673932
scalafmt, 63, 12607604
scalariform, 101, 5628499
scalariform, 63, 3454427
scalafmt, 71, 9386771
scalariform, 71, 2683567
scalariform, 1041, 103021244
scalafmt, 102, 43269604
scalariform, 102, 8715476
scalafmt, 524, 202508089
scalafmt, 105, 40293679
scalariform, 105, 8944975
scalariform, 524, 39761514
scalafmt, 458, 100225682
scalafmt, 173, 134160280
scalafmt, 148, 63083275
scalafmt, 127, 93352656
scalariform, 458, 51931274
scalariform, 173, 51687824
scalariform, 148, 9893209
scalariform, 127, 8514651
scalafmt, 96, 7520326
scalariform, 96, 1921506
scalafmt, 41, 12193361
scalariform, 41, 1709813
scalafmt, 70, 18416668
scalariform, 70, 6694043
scalafmt, 241, 143202671
scalafmt, 108, 32261054
scalariform, 108, 5807872
scalariform, 241, 19028318
scalafmt, 97, 36874630
scalariform, 97, 7316787
scalafmt, 93, 35672273
scalariform, 93, 4041515
scalafmt, 103, 36006151
scalariform, 103, 3366833
scalafmt, 100, 52415935
scalafmt, 125, 64923072
scalariform, 100, 7475614
scalariform, 125, 9382370
scalafmt, 14, 7348849
scalariform, 14, 892228
scalafmt, 119, 37816524
scalariform, 119, 8871329
scalafmt, 306, 108023295
scalafmt, 66, 31162024
scalafmt, 152, 39271775
scalariform, 66, 4645495
scalafmt, 45, 5440512
scalariform, 45, 1198151
scalariform, 306, 14828320
scalariform, 152, 12494320
scalafmt, 69, 21563212
scalariform, 69, 3568180
scalafmt, 512, 204080920
scalafmt, 115, 41654481
scalafmt, 182, 47601649
scalariform, 115, 8498189
scalafmt, 107, 33649929
scalariform, 512, 30097251
scalariform, 182, 16361974
scalariform, 107, 6136135
scalafmt, 45, 10605774
scalariform, 45, 2439596
scalafmt, 143, 88091710
scalafmt, 102, 15024052
scalariform, 102, 3355018
scalariform, 143, 15998056
scalafmt, 73, 21607909
scalafmt, 96, 24047515
scalariform, 73, 4821582
scalariform, 96, 3238578
scalafmt, 16, 1145682
scalariform, 16, 532186
scalafmt, 84, 31740965
scalafmt, 39, 21661640
scalariform, 39, 4914785
scalariform, 84, 6308986
scalafmt, 1408, 530692394
scalafmt, 251, 58816759
scalafmt, 135, 72730223
scalariform, 251, 13038940
scalariform, 135, 14094693
scalafmt, 84, 36276895
scalariform, 84, 12093049
scalafmt, 96, 29504516
scalariform, 96, 6170129
scalafmt, 68, 25558743
scalafmt, 98, 42418600
scalariform, 68, 5062680
scalariform, 98, 6703219
scalafmt, 206, 112702007
scalafmt, 120, 94517439
scalariform, 206, 18691013
scalafmt, 62, 24989133
scalariform, 120, 13373863
scalariform, 62, 5251712
scalafmt, 48, 16155592
scalariform, 48, 2786720
scalariform, 1408, 128773641
scalafmt, 72, 37742116
scalafmt, 168, 68398968
scalariform, 72, 7371768
scalariform, 168, 11732518
scalafmt, 43, 13209561
scalariform, 43, 3158198
scalafmt, 131, 112771295
scalafmt, 493, 165484697
scalariform, 131, 12699675
scalafmt, 95, 35889883
scalariform, 95, 9723039
scalafmt, 103, 24783448
scalariform, 493, 35885661
scalariform, 103, 4320231
scalafmt, 368, 200424598
scalafmt, 165, 50253870
scalafmt, 95, 16660017
scalafmt, 180, 113232785
scalariform, 95, 3260203
scalariform, 165, 9494845
scalafmt, 394, 154330889
scalafmt, 130, 32306175
scalariform, 130, 3996760
scalariform, 368, 31603742
scalariform, 180, 29749949
scalariform, 394, 24612122
scalafmt, 94, 27325222
scalafmt, 92, 27957588
scalariform, 94, 7331740
scalariform, 92, 4015464
scalafmt, 149, 48223547
scalafmt, 68, 25375682
scalariform, 68, 3477444
scalariform, 149, 10903318
scalafmt, 136, 41002886
scalafmt, 331, 97140953
scalariform, 136, 8614926
scalariform, 331, 15277742
scalafmt, 104, 48482772
scalafmt, 129, 35547538
scalariform, 104, 8299056
scalariform, 129, 8896966
scalafmt, 202, 65236869
scalafmt, 293, 176916590
scalariform, 202, 12490325
scalafmt, 489, 158639297
scalafmt, 87, 51352757
scalariform, 87, 4437390
scalariform, 293, 25629170
scalafmt, 52, 18891815
scalariform, 489, 33321706
scalariform, 52, 3412756
scalafmt, 266, 115682197
scalafmt, 142, 53581031
scalariform, 142, 10577374
scalafmt, 133, 43797158
scalariform, 266, 21862414
scalariform, 133, 9714719
scalafmt, 70, 15343802
scalariform, 70, 2580214
scalafmt, 107, 48615287
scalariform, 107, 7938699
scalafmt, 397, 118039122
scalariform, 397, 24637165
scalafmt, 266, 295325502
scalariform, 266, 13716364
scalafmt, 345, 101938514
scalafmt, 55, 10774278
scalariform, 55, 1923552
scalariform, 345, 13673193
scalafmt, 635, 226997423
scalafmt, 76, 14573857
scalariform, 76, 2720650
scalafmt, 71, 15860767
scalariform, 71, 3501897
scalafmt, 278, 78280817
scalariform, 635, 38949995
scalafmt, 69, 14083493
scalariform, 69, 2896028
scalafmt, 213, 128748128
scalariform, 278, 19137566
scalafmt, 339, 208095708
scalariform, 213, 14484023
scalafmt, 151, 46431779
scalariform, 151, 8148360
scalariform, 339, 35235542
scalafmt, 175, 47975127
scalariform, 175, 9634698
scalafmt, 117, 52381856
scalariform, 117, 6775225
scalafmt, 100, 48914696
scalariform, 100, 9678768
scalafmt, 443, 61973807
scalariform, 443, 14545252
scalafmt, 110, 43972540
scalafmt, 124, 80600517
scalariform, 110, 9697669
scalariform, 124, 12758781
scalafmt, 70, 28284411
scalariform, 70, 3868725
scalafmt, 40, 6057510
scalariform, 40, 1609255
scalafmt, 68, 23667408
scalariform, 68, 7259883
scalafmt, 53, 8566348
scalariform, 53, 1278053
scalafmt, 27, 2651106
scalariform, 27, 541517
scalafmt, 11, 1649860
scalariform, 11, 490877
scalafmt, 28, 4957298
scalariform, 28, 1144536
scalafmt, 392, 201921635
scalafmt, 30, 13813450
scalariform, 30, 2754885
scalafmt, 35, 8660698
scalariform, 35, 1916618
scalafmt, 684, 295348964
scalariform, 392, 46288643
scalafmt, 279, 155195790
scalariform, 684, 50422757
scalariform, 279, 28633024
scalafmt, 117, 49266218
scalafmt, 736, 457626377
scalariform, 117, 12200463
scalafmt, 123, 83316186
scalariform, 123, 13907450
scalafmt, 273, 159704590
scalafmt, 950, 319509136
scalariform, 273, 28691042
scalariform, 736, 73478230
scalafmt, 28, 1833092
scalariform, 28, 528819
scalafmt, 120, 43485221
scalafmt, 38, 14761367
scalariform, 38, 1899853
scalariform, 120, 10279194
scalafmt, 56, 16633922
scalariform, 950, 63469050
scalariform, 56, 4072219
scalafmt, 49, 9487113
scalafmt, 89, 23014122
scalariform, 49, 2422510
scalafmt, 355, 205426810
scalafmt, 89, 36376438
scalariform, 89, 4325963
scalariform, 89, 6781962
scalafmt, 210, 116575378
scalafmt, 33, 18286047
scalariform, 33, 3022303
scalariform, 210, 15325077
scalafmt, 19, 3839869
scalafmt, 74, 32850942
scalariform, 19, 1000906
scalariform, 74, 4407633
scalariform, 355, 44113949
scalafmt, 37, 9679743
scalariform, 37, 2724478
scalafmt, 64, 18682417
scalariform, 64, 4603328
scalafmt, 38, 12542192
scalariform, 38, 2639247
scalafmt, 145, 69072345
scalariform, 145, 8844372
scalafmt, 40, 18839350
scalariform, 40, 2832975
scalafmt, 76, 32758260
scalariform, 76, 5750325
scalafmt, 29, 5620039
scalariform, 29, 1896603
scalafmt, 200, 74793023
scalafmt, 15, 3916431
scalariform, 15, 737504
scalafmt, 45, 27141725
scalariform, 200, 11303385
scalariform, 45, 5022375
scalafmt, 53, 14826187
scalariform, 53, 3564880
scalafmt, 35, 9760505
scalariform, 35, 2193915
scalafmt, 131, 62464125
scalafmt, 18, 5760558
scalariform, 18, 1295456
scalariform, 131, 8406643
scalafmt, 58, 5716847
scalariform, 58, 1711877
scalafmt, 574, 175587828
scalafmt, 192, 48889580
scalafmt, 51, 24069859
scalariform, 192, 8027782
scalariform, 51, 4611468
scalafmt, 8, 1543258
scalariform, 8, 369635
scalariform, 574, 34422644
scalafmt, 62, 45002251
scalafmt, 55, 26125540
scalariform, 55, 1498179
scalariform, 62, 6065794
scalafmt, 13, 3135669
scalariform, 13, 696499
scalafmt, 56, 11094058
scalariform, 56, 2650323
scalafmt, 16, 2481804
scalariform, 16, 575783
scalafmt, 195, 91770174
scalafmt, 32, 8333425
scalariform, 32, 1965977
scalariform, 195, 14438986
scalafmt, 125, 41382517
scalafmt, 396, 227485665
scalariform, 125, 8914927
scalafmt, 37, 18553392
scalariform, 37, 2647858
scalafmt, 107, 33175116
scalariform, 107, 6568829
scalariform, 396, 49879071
scalafmt, 21, 4215762
scalafmt, 136, 59446616
scalariform, 21, 1513974
scalariform, 136, 10292254
scalafmt, 31, 11355940
scalariform, 31, 3974699
scalafmt, 403, 171164215
scalafmt, 24, 6687711
scalariform, 24, 1482601
scalafmt, 59, 13823596
scalariform, 59, 3278664
scalariform, 403, 35966805
scalafmt, 38, 8261901
scalariform, 38, 2104537
scalafmt, 169, 42900828
scalafmt, 94, 42918999
scalafmt, 36, 6361196
scalariform, 36, 2520244
scalariform, 94, 6528438
scalariform, 169, 10960796
scalafmt, 395, 294826436
scalafmt, 400, 154403750
scalafmt, 87, 30415276
scalariform, 87, 3603310
scalafmt, 80, 35223114
scalariform, 80, 4270067
scalafmt, 32, 3725623
scalariform, 32, 901542
scalariform, 395, 39445923
scalariform, 400, 22750755
scalafmt, 90, 20170335
scalafmt, 33, 10330189
scalariform, 33, 2009403
scalariform, 90, 4656559
scalafmt, 27, 8481837
scalafmt, 38, 7606809
scalariform, 38, 1629704
scalariform, 27, 2447386
scalafmt, 117, 48371493
scalariform, 117, 9580225
scalafmt, 49, 10236982
scalariform, 49, 1773415
scalafmt, 321, 98020159
scalafmt, 226, 96025698
scalariform, 321, 19587260
scalafmt, 243, 103862808
scalariform, 226, 12310068
scalafmt, 24, 4695883
scalariform, 24, 1707142
scalafmt, 62, 16177863
scalariform, 243, 15408389
scalariform, 62, 3270311
scalafmt, 195, 80327918
scalafmt, 60, 18485928
scalariform, 60, 3066062
scalariform, 195, 16094534
scalafmt, 547, 308920663
scalafmt, 123, 48425254
scalariform, 123, 8483350
scalafmt, 544, 258243215
scalafmt, 84, 38170350
scalariform, 84, 7226568
scalafmt, 53, 11148033
scalariform, 53, 2726853
scalafmt, 226, 91114669
scalariform, 547, 68116751
scalariform, 226, 18800964
scalafmt, 287, 104594013
scalariform, 544, 55853713
scalariform, 287, 19321308
scalafmt, 18, 4658367
scalariform, 18, 1382336
scalafmt, 214, 53896990
scalafmt, 103, 20374764
scalariform, 103, 3440413
scalariform, 214, 12064170
scalafmt, 36, 15860954
scalariform, 36, 3628101
scalafmt, 75, 42358071
scalafmt, 181, 63487652
scalariform, 75, 8042986
scalafmt, 220, 190916209
scalariform, 181, 9784839
scalariform, 220, 15954810
scalafmt, 53, 23129492
scalariform, 53, 3910324
scalafmt, 377, 149466674
scalafmt, 71, 11576329
scalariform, 71, 2686609
scalafmt, 175, 38427887
scalariform, 377, 20367441
scalafmt, 53, 25338182
scalariform, 175, 5200740
scalafmt, 71, 17022135
scalariform, 53, 3886263
scalariform, 71, 3017850
scalafmt, 17, 2329039
scalariform, 17, 810821
scalafmt, 8, 2294884
scalariform, 8, 540017
scalafmt, 5, 850075
scalariform, 5, 258690
scalafmt, 64, 14695691
scalariform, 64, 3188849
scalafmt, 126, 29458767
scalafmt, 54, 12907671
scalariform, 54, 3076218
scalariform, 126, 8288496
scalafmt, 78, 14750121
scalariform, 78, 4361011
scalafmt, 174, 60368609
scalafmt, 70, 7862867
scalariform, 174, 7664766
scalariform, 70, 1749669
scalafmt, 50, 6934797
scalariform, 50, 1022791
scalafmt, 566, 307698859
scalafmt, 183, 59078551
scalafmt, 200, 52591393
scalariform, 183, 10045282
scalariform, 200, 9442495
scalafmt, 236, 127936171
scalafmt, 264, 112058640
scalafmt, 705, 360982383
scalafmt, 65, 17788995
scalariform, 236, 18874419
scalariform, 65, 3355426
scalafmt, 42, 15379682
scalariform, 264, 23837911
scalariform, 42, 2373320
scalafmt, 86, 20574464
scalafmt, 33, 7882633
scalariform, 86, 4685553
scalariform, 33, 2784538
scalafmt, 38, 13894982
scalariform, 38, 4563851
scalariform, 566, 90070987
scalariform, 705, 64774462
scalafmt, 55, 25358805
scalariform, 55, 5675410
scalafmt, 27, 7879224
scalariform, 27, 2019644
scalafmt, 235, 80388160
scalafmt, 22, 22030143
scalariform, 22, 1668591
scalariform, 235, 12302147
scalafmt, 32, 12874914
scalariform, 32, 2735249
scalafmt, 84, 18145596
scalariform, 84, 4022357
scalafmt, 111, 29034929
scalariform, 111, 5955800
scalafmt, 181, 63571620
scalariform, 181, 12303126
scalafmt, 66, 8606985
scalariform, 66, 2379447
scalafmt, 488, 290998267
scalariform, 488, 51354533
scalafmt, 547, 312859284
scalafmt, 97, 37715534
scalariform, 97, 7051734
scalafmt, 40, 8510714
scalariform, 40, 2296420
scalafmt, 34, 6953855
scalariform, 34, 3503981
scalariform, 547, 70216403
scalafmt, 64, 15822175
scalariform, 64, 4416329
scalafmt, 189, 435138417
scalariform, 189, 12777205
scalafmt, 549, 389449675
scalafmt, 662, 299264552
scalafmt, 174, 58482131
scalafmt, 345, 147236702
scalariform, 174, 11281006
scalariform, 549, 74534668
scalariform, 345, 21693861
scalariform, 662, 41186575
scalafmt, 83, 10443177
scalariform, 83, 2072544
scalafmt, 90, 18470069
scalariform, 90, 3499040
scalafmt, 282, 155952870
scalafmt, 207, 54362508
scalafmt, 151, 33815006
scalariform, 207, 6311711
scalariform, 151, 4756121
scalariform, 282, 29943698
scalafmt, 196, 86866390
scalariform, 196, 20697392
scalafmt, 327, 85519798
scalariform, 327, 18591101
scalafmt, 212, 116687870
scalariform, 212, 13870745
scalafmt, 134, 41722968
scalafmt, 24, 19942700
scalariform, 24, 4073064
scalariform, 134, 9291801
scalafmt, 10, 2999476
scalariform, 10, 678010
scalafmt, 110, 27880205
scalariform, 110, 8470359
scalafmt, 336, 189925043
scalafmt, 154, 66428998
scalafmt, 1181, 154051935
scalariform, 154, 13881191
scalariform, 336, 46602083
scalafmt, 74, 19878280
scalariform, 1181, 33125888
scalariform, 74, 4531078
scalafmt, 100, 3499402
scalariform, 100, 933069
scalafmt, 54, 9497373
scalariform, 54, 1799343
scalafmt, 112, 24536396
scalariform, 112, 4407914
scalafmt, 192, 27590927
scalafmt, 37, 12517335
scalafmt, 761, 332059958
scalariform, 37, 2751741
scalariform, 192, 7087964
scalafmt, 37, 3464674
scalariform, 37, 884700
scalafmt, 106, 31952538
scalariform, 106, 7014495
scalafmt, 150, 105222917
scalariform, 150, 16230528
scalariform, 761, 60707400
scalafmt, 68, 25192212
scalafmt, 569, 202913816
scalariform, 68, 27489963
scalariform, 569, 24629501
scalafmt, 155, 15506907
scalariform, 155, 3074416
scalafmt, 437, 126968378
scalafmt, 98, 7203409
scalariform, 98, 1667239
scalafmt, 97, 6946734
scalariform, 97, 1562090
scalariform, 437, 20607435
scalafmt, 173, 89975185
scalariform, 173, 14337667
scalafmt, 67, 16351006
scalariform, 67, 3367834
scalafmt, 7, 1659707
scalariform, 7, 511738
scalafmt, 451, 76540424
scalariform, 451, 16782543
scalafmt, 129, 36712539
scalariform, 129, 6895240
scalafmt, 120, 25627268
scalariform, 120, 6123039
scalafmt, 64, 12856713
scalariform, 64, 1920997
scalafmt, 522, 83078847
scalafmt, 78, 25626160
scalariform, 78, 6222522
scalafmt, 49, 6103705
scalariform, 49, 1643124
scalariform, 522, 19604688
scalafmt, 723, 219497034
scalariform, 723, 37829614
scalafmt, 59, 6409153
scalariform, 59, 1616270
scalafmt, 205, 94650555
scalariform, 205, 20126722
scalafmt, 156, 55944741
scalafmt, 555, 128062471
scalariform, 156, 11013740
scalariform, 555, 25066867
scalafmt, 81, 45856392
scalariform, 81, 9003809
scalafmt, 139, 65362592
scalariform, 139, 11918769
scalafmt, 1075, 595507825
scalafmt, 330, 90069562
scalariform, 330, 17876259
scalafmt, 177, 64365907
scalariform, 177, 8739464
scalariform, 1075, 129578976
scalafmt, 1039, 1780318236
scalafmt, 787, 772839108
scalafmt, 175, 56145696
scalariform, 175, 13564495
scalafmt, 1169, 385348534
scalariform, 787, 56790555
scalariform, 1039, 79305960
scalafmt, 84, 38308597
scalariform, 84, 4549674
scalariform, 1169, 70007761
scalafmt, 35, 2694183
scalariform, 35, 722922
scalafmt, 197, 67007685
scalariform, 197, 15522183
scalafmt, 86, 163207675
scalariform, 86, 11990511
scalafmt, 347, 272081901
scalafmt, 2344, 552229929
scalariform, 347, 53524539
scalariform, 2344, 99899337
scalafmt, 35, 2970319
scalariform, 35, 851692
scalafmt, 50, 3283701
scalariform, 50, 1313344
scalafmt, 629, 159646947
scalariform, 629, 33641978
scalafmt, 86, 17042167
scalariform, 86, 5638265
scalafmt, 30, 13636349
scalariform, 30, 2952527
scalafmt, 892, 330763428
scalafmt, 86, 26560934
scalariform, 86, 3952857
scalafmt, 609, 369473007
scalariform, 892, 57796484
scalariform, 609, 48359304
